2000.0,40.0,365.0,3121.0,4241.0,13621.0
2000.0,40.0,365.0,3061.0,4171.0,15041.0
1000.0,40.0,365.0,2160.0,3280.0,15340.0
2000.0,40.0,365.0,3041.0,4241.0,15321.0
2000.0,50.0,365.0,3470.0,4820.0,13720.0
2000.0,40.0,365.0,3201.0,4141.0,14141.0
2000.0,50.0,365.0,1851.0,3251.0,17701.0
2000.0,40.0,365.0,3971.0,4131.0,15351.0
4000.0,50.0,365.0,5750.0,7450.0,20250.0
2000.0,50.0,365.0,1951.0,3251.0,17351.0
2000.0,40.0,365.0,3160.0,4480.0,16380.0
2000.0,50.0,365.0,0.0,4190.0,10790.0
2000.0,40.0,365.0,3121.0,5161.0,13441.0
2500.0,50.0,365.0,1680.0,1680.0,5010.0
4000.0,50.0,365.0,5500.0,6900.0,21000.0
2000.0,40.0,365.0,0.0,4801.0,15001.0
4000.0,50.0,365.0,4000.0,4810.0,8010.0
2000.0,40.0,365.0,3401.0,4201.0,15381.0
2000.0,40.0,365.0,3128.0,4281.0,15781.0
9000.0,125.0,365.0,12126.0,15251.0,45626.0
2000.0,40.0,365.0,3560.0,4760.0,16200.0
4000.0,50.0,365.0,6200.0,8400.0,21875.0
1000.0,50.0,365.0,1400.0,2550.0,12700.0
1000.0,40.0,365.0,2240.0,4560.0,14520.0
2000.0,50.0,365.0,3551.0,4751.0,19101.0
4000.0,50.0,365.0,6300.0,6600.0,14800.0
1000.0,50.0,365.0,350.0,1750.0,7500.0
9000.0,165.0,365.0,0.0,16846.0,64001.0
2000.0,50.0,365.0,5821.0,6821.0,15191.0
2000.0,40.0,365.0,3641.0,4841.0,16311.0
2000.0,40.0,365.0,3041.0,4231.0,16361.0
2000.0,40.0,365.0,3430.0,4310.0,16024.0
1000.0,50.0,365.0,-2870.0,-2870.0,1160.0
2000.0,40.0,365.0,3600.0,4800.0,16400.0
1000.0,50.0,365.0,250.0,850.0,5050.0
2000.0,40.0,365.0,3121.0,3921.0,12721.0
2000.0,40.0,365.0,2920.0,4200.0,15400.0
2000.0,40.0,365.0,3041.0,3561.0,9081.0
1000.0,40.0,365.0,2700.0,3500.0,11610.0
2000.0,40.0,365.0,3401.0,4401.0,16141.0
2000.0,40.0,365.0,3081.0,4601.0,15801.0
2000.0,40.0,365.0,3040.0,4020.0,9220.0
1000.0,50.0,365.0,-300.0,200.0,8918.0
1000.0,40.0,365.0,2120.0,3520.0,12010.0
1000.0,50.0,365.0,-2000.0,-550.0,13850.0
2000.0,40.0,365.0,3051.0,4081.0,11971.0
2000.0,40.0,365.0,4601.0,4601.0,15561.0
