48010226.0,nan,35000.0,nan,35000.0,nan,13.33,1184.86,nan,nan,nan,nan,nan,9452.96
57693261.0,nan,30000.0,nan,30000.0,nan,nan,938.57,nan,nan,nan,nan,nan,4679.7
59432726.0,nan,15000.0,nan,15000.0,nan,nan,494.86,nan,nan,nan,nan,nan,1969.83
53222800.0,nan,9600.0,nan,9600.0,nan,nan,300.35,nan,nan,nan,nan,nan,1793.68
57803010.0,nan,8075.0,nan,8075.0,nan,19.19,296.78,nan,nan,nan,nan,nan,1178.51
63398019.0,nan,14400.0,nan,14400.0,nan,13.99,334.99,nan,nan,nan,nan,nan,681.17
60850626.0,nan,nan,nan,13000.0,nan,24.99,381.5,nan,nan,nan,nan,nan,1126.45
46816139.0,nan,7500.0,nan,7500.0,nan,13.33,253.9,nan,nan,nan,nan,nan,2025.65
63918356.0,nan,8000.0,nan,8000.0,nan,nan,250.29,nan,nan,nan,nan,nan,497.07
63651616.0,nan,7200.0,nan,7200.0,nan,nan,241.18,nan,nan,nan,nan,nan,512.57
56069330.0,nan,nan,nan,6200.0,nan,15.61,216.79,nan,nan,nan,nan,nan,1073.2
39641145.0,nan,21000.0,nan,21000.0,nan,nan,701.42,nan,nan,nan,nan,nan,5582.45
52311217.0,nan,15000.0,nan,15000.0,nan,13.33,343.84,nan,nan,nan,nan,nan,15643.5
65775524.0,nan,10000.0,nan,10000.0,nan,13.18,228.46,nan,nan,nan,nan,nan,217.48
57336468.0,nan,21000.0,nan,21000.0,nan,nan,700.42,nan,nan,nan,nan,nan,3487.76
41480201.0,nan,12725.0,nan,12725.0,nan,17.86,322.17,nan,nan,nan,nan,nan,14262.61
58390667.0,nan,22900.0,nan,22900.0,nan,19.99,606.59,nan,nan,nan,nan,nan,2982.09
57155656.0,nan,4000.0,nan,4000.0,nan,nan,131.97,nan,nan,nan,nan,nan,672.29
49218915.0,nan,16875.0,nan,16875.0,nan,19.19,439.52,nan,nan,nan,nan,nan,2736.06
50364957.0,nan,14400.0,nan,14400.0,nan,nan,446.35,nan,nan,nan,nan,nan,3118.64
65985055.0,nan,12000.0,nan,12000.0,nan,nan,371.96,nan,nan,nan,nan,nan,0.0
61772655.0,nan,20150.0,nan,20150.0,nan,nan,642.37,nan,nan,nan,nan,nan,1274.47
59230683.0,nan,21000.0,nan,21000.0,nan,nan,657.0,nan,nan,nan,nan,nan,12609.59
58030770.0,nan,13200.0,nan,13200.0,nan,nan,403.01,nan,nan,nan,nan,nan,2010.47
65676913.0,nan,15000.0,nan,15000.0,nan,nan,457.97,nan,nan,nan,nan,nan,447.57
63177012.0,nan,11250.0,nan,11250.0,nan,nan,377.38,nan,nan,nan,nan,nan,738.9
41021489.0,nan,16400.0,nan,16400.0,nan,nan,381.52,nan,nan,nan,nan,nan,3789.71
60417140.0,nan,8400.0,nan,8400.0,nan,nan,262.8,nan,nan,nan,nan,nan,1047.52
43125650.0,nan,28000.0,nan,28000.0,nan,19.52,734.38,nan,nan,nan,nan,nan,7313.44
65662544.0,nan,20000.0,nan,20000.0,nan,15.41,480.12,nan,nan,nan,nan,nan,454.44
40298097.0,nan,nan,nan,13000.0,nan,16.49,460.2,nan,nan,nan,nan,nan,5038.38
66464411.0,nan,18000.0,nan,18000.0,nan,15.41,432.11,nan,nan,nan,nan,nan,0.0
65404741.0,nan,10000.0,nan,10000.0,nan,nan,329.72,nan,nan,nan,nan,nan,313.76
51880826.0,nan,6000.0,nan,6000.0,nan,nan,196.41,nan,nan,nan,nan,nan,1347.39
59543019.0,nan,24000.0,nan,24000.0,nan,21.99,662.72,nan,nan,nan,nan,nan,2621.56
57862311.0,nan,21600.0,nan,21600.0,nan,nan,724.57,nan,nan,nan,nan,nan,3607.62
61478852.0,nan,8400.0,nan,8400.0,nan,16.99,299.45,nan,nan,nan,nan,nan,890.42
41183017.0,nan,17550.0,nan,17550.0,nan,21.67,481.43,nan,nan,nan,nan,nan,20450.2
46786916.0,nan,6000.0,nan,6000.0,nan,nan,201.27,nan,nan,nan,nan,nan,1431.89
65642870.0,nan,12000.0,nan,12000.0,nan,nan,382.55,nan,nan,nan,nan,nan,nan
66632123.0,nan,21000.0,nan,21000.0,nan,13.67,714.37,nan,nan,nan,nan,nan,682.47
52199534.0,nan,12000.0,nan,12000.0,nan,nan,nan,nan,nan,nan,nan,nan,1693.57
39730671.0,nan,35000.0,nan,35000.0,nan,nan,796.18,nan,nan,nan,nan,nan,8732.72
56622510.0,nan,3600.0,nan,3600.0,nan,16.99,128.34,nan,nan,nan,nan,nan,642.83
65692571.0,nan,13000.0,nan,13000.0,nan,nan,264.72,nan,nan,nan,nan,nan,nan
46295185.0,nan,11000.0,nan,11000.0,nan,nan,360.08,nan,nan,nan,nan,nan,3227.29
58832358.0,nan,9500.0,nan,9500.0,nan,nan,294.47,nan,nan,nan,nan,nan,1197.04
53222282.0,nan,18850.0,nan,18850.0,nan,20.99,509.85,nan,nan,nan,nan,nan,3190.98
48276008.0,nan,7500.0,nan,7500.0,nan,nan,239.1,nan,nan,nan,nan,nan,1908.98
39299787.0,nan,29850.0,nan,29850.0,nan,16.49,733.69,nan,nan,nan,nan,nan,8222.65
47551165.0,nan,30000.0,nan,30000.0,nan,23.99,nan,nan,nan,nan,nan,nan,6862.98
